"","treatment","longevity","S","I","R","avgS","avgI","avgR","maxI","tmaxI","quality0"
"event.times1378","full",80,0.42,0.2,0.38,0.431089108910891,0.190594059405941,0.378316831683168,0.24,"226.384407455989",1.12859010299196
"event.times1379","low.var",80,0.86,0,0.14,0.82990099009901,0,0.17009900990099,0.01,"0",0.760328356248828
"event.times1380","+high",80,0.56,0.21,0.23,0.497524752475248,0.218613861386139,0.283861386138614,0.32,"174.08849793601",1.73496522703442
"event.times1381","+low",80,0.66,0,0.34,0.689108910891089,0,0.310891089108911,0.01,"0",1.16722342526417
"event.times1382","full",80,0.83,0,0.17,0.80980198019802,0,0.19019801980198,0.04,"10.810141726482",0.83629566258066
"event.times1383","low.var",80,0.81,0.05,0.14,0.776831683168317,0.0527722772277228,0.17039603960396,0.14,"175.886822333866",0.829425594711671
"event.times1384","+high",80,0.68,0.15,0.17,0.683465346534653,0.149108910891089,0.167425742574257,0.34,"154.553672433661",1.00266397737742
"event.times1385","+low",80,0.63,0,0.37,0.622079207920792,0,0.377920792079208,0.01,"0",0.719118164218634
"event.times1386","full",80,0.68,0,0.32,0.723564356435644,0,0.276435643564356,0.01,"0",0.420856523549206
"event.times1387","low.var",80,0.85,0,0.15,0.886435643564356,0,0.113564356435644,0.01,"0",0.930488185386582
"event.times1388","+high",80,0.44,0.32,0.24,0.50049504950495,0.328811881188119,0.170693069306931,0.39,"181.477296780132",0.911988590909995
"event.times1389","+low",80,0.55,0,0.45,0.618910891089109,0,0.381089108910891,0.01,"0",0.269680054351831
"event.times1390","full",80,0.79,0,0.21,0.801881188118812,0,0.198118811881188,0.01,"0",1.49303315418564
"event.times1391","low.var",80,0.6,0.12,0.28,0.629108910891089,0.14,0.230891089108911,0.17,"226.805314260164",0.84712174325644
"event.times1392","+high",80,0.57,0.24,0.19,0.570891089108911,0.232079207920792,0.197029702970297,0.45,"182.127628056064",1.51060921479067
"event.times1393","+low",80,0.56,0,0.44,0.621188118811881,0,0.378811881188119,0.02,"1.4487749661982",1.18968918478483
"event.times1394","full",80,0.81,0,0.19,0.833564356435644,0,0.166435643564356,0.01,"0",0.872944696953971
"event.times1395","low.var",80,0.52,0.17,0.31,0.536930693069307,0.157227722772277,0.305841584158416,0.25,"188.430814180841",0.829819732208839
"event.times1396","+high",80,0.52,0.23,0.25,0.567722772277228,0.203267326732673,0.229009900990099,0.42,"129.009169021054",1.23554484875755
"event.times1397","+low",80,0.65,0,0.35,0.644059405940594,0,0.355940594059406,0.01,"0",0.496367598055975
"event.times1398","full",80,0.74,0,0.26,0.727128712871287,0,0.272871287128713,0.01,"0",0.641330596397362
"event.times1399","low.var",80,0.73,0.04,0.23,0.690594059405941,0.0804950495049505,0.228910891089109,0.24,"131.902629662993",1.18156254904889
"event.times1400","+high",80,0.6,0.19,0.21,0.60049504950495,0.192673267326733,0.206831683168317,0.32,"164.690310498876",1.29888629192153
"event.times1401","+low",80,0.64,0,0.36,0.655049504950495,0,0.344950495049505,0.02,"0.379865200055261",0.792990063237422
"event.times1402","full",80,0.66,0.13,0.21,0.648316831683168,0.0853465346534654,0.266336633663366,0.18,"202.367928181473",0.912942101949679
"event.times1403","low.var",80,0.75,0.11,0.14,0.757524752475248,0.0758415841584158,0.166633663366337,0.18,"166.735938722338",1.2006315250105
"event.times1404","+high",80,0.68,0.13,0.19,0.611287128712871,0.184059405940594,0.204653465346535,0.34,"169.434153110915",1.07742607118877
"event.times1405","+low",80,0.69,0,0.31,0.656336633663366,0,0.343663366336634,0.01,"0",0.694559660015863
"event.times1406","full",80,0.65,0.06,0.29,0.658613861386139,0.0786138613861386,0.262772277227723,0.14,"24.8017262924402",1.07616657062055
"event.times1407","low.var",80,0.89,0,0.11,0.848415841584158,0,0.151584158415842,0.01,"0",1.18311056565677
"event.times1408","+high",80,0.37,0.35,0.28,0.457128712871287,0.328415841584158,0.214455445544554,0.37,"202.887083052039",1.30952366202108
"event.times1409","+low",80,0.68,0,0.32,0.667128712871287,0,0.332871287128713,0.01,"0",0.535847862680645
"event.times1410","full",80,0.51,0.15,0.34,0.526336633663366,0.187623762376238,0.286039603960396,0.24,"210.964820581747",1.67366370013694
"event.times1411","low.var",80,0.94,0,0.06,0.849306930693069,0,0.150693069306931,0.01,"0",0.846527791222857
"event.times1412","+high",80,0.46,0.26,0.28,0.444356435643564,0.286435643564356,0.269207920792079,0.41,"178.671050755655",1.64838528425183
"event.times1413","+low",80,0.73,0,0.27,0.73019801980198,0,0.26980198019802,0.03,"2.26050453319749",1.19110888294386
"event.times1414","full",80,0.7,0,0.3,0.747722772277228,0,0.252277227722772,0.01,"0",0.579861303500209
"event.times1415","low.var",80,0.82,0,0.18,0.841980198019802,0,0.158019801980198,0.01,"0",0.998804320696638
"event.times1416","+high",80,0.83,0,0.17,0.891386138613861,0,0.108613861386139,0.01,"0",1.00174402111921
"event.times1417","+low",80,0.75,0,0.25,0.766435643564356,0,0.233564356435644,0.05,"35.4926206381502",0.990498009338435
"event.times1418","full",80,0.57,0.16,0.27,0.602376237623762,0.164752475247525,0.232871287128713,0.2,"218.118130501319",1.18471320521598
"event.times1419","low.var",80,0.62,0.1,0.28,0.632178217821782,0.123069306930693,0.244752475247525,0.19,"188.720577984538",1.15506544633485
"event.times1420","+high",80,0.43,0.29,0.28,0.448712871287129,0.267623762376238,0.283663366336634,0.46,"172.299325078325",1.36909686006116
"event.times1421","+low",80,0.65,0,0.35,0.665643564356436,0,0.334356435643564,0.01,"0",0.770215094873898
"event.times1422","full",80,0.82,0,0.18,0.796435643564356,0,0.203564356435644,0.01,"0",0.435613514747175
"event.times1423","low.var",80,0.75,0.1,0.15,0.727722772277228,0.0900990099009901,0.182178217821782,0.18,"157.103411918362",1.16577628748161
"event.times1424","+high",80,0.9,0,0.1,0.860990099009901,0,0.139009900990099,0.01,"0",1.66209435147353
"event.times1425","+low",80,0.56,0,0.44,0.576633663366337,0,0.423366336633663,0.01,"0",0.999571531850048
"event.times1426","full",80,0.51,0.17,0.32,0.532376237623762,0.143663366336634,0.323960396039604,0.19,"119.148817954897",0.997253347173696
